,release_date,movie,production_budget,domestic_gross,worldwide_gross,foreign_gross,profit,release_year,genres,director,roi_domestic,roi_foreign,roi_worldwide
164,2011-04-29,Fast Five 2011,125000000,210031325,630163454,420132129,505163454,2011,"Action,Crime,Thriller",Justin Lin,68.02506000000001,236.10570320000002,404.1307632
165,2014-08-08,Teenage Mutant Ninja Turtles 2014,125000000,191204754,485004754,293800000,360004754,2014,"Action,Adventure,Comedy",Jonathan Liebesman,52.9638032,135.04,288.0038032
166,2011-12-16,Sherlock Holmes: A Game of Shadows 2011,125000000,186848418,535663443,348815025,410663443,2011,"Action,Adventure,Crime",Guy Ritchie,49.4787344,179.05202,328.53075440000003
167,2017-03-31,The Boss Baby 2017,125000000,175003033,510878762,335875729,385878762,2017,"Adventure,Animation,Comedy",Tom McGrath,40.002426400000004,168.7005832,308.7030096
169,2016-11-04,Trolls 2016,125000000,153707064,344150134,190443070,219150134,2016,"Adventure,Animation,Comedy","Mike Mitchell, Walt Dohrn",22.9656512,52.354456000000006,175.3201072
170,2012-06-08,Prometheus 2012,125000000,126477084,402448265,275971181,277448265,2012,"Adventure,Mystery,Sci-Fi",Ridley Scott,1.1816672000000001,120.77694480000001,221.95861200000002
171,2012-08-10,The Bourne Legacy 2012,125000000,113203870,280355920,167152050,155355920,2012,"Action,Adventure,Thriller",Tony Gilroy,-9.436904,33.72164,124.28473600000001
172,2018-07-13,Skyscraper 2018,125000000,68420120,304115534,235695414,179115534,2018,"Action,Adventure,Thriller",Rawson Marshall Thurber,-45.263904,88.5563312,143.2924272
173,2012-08-03,Total Recall 2012,125000000,58877969,211856088,152978119,86856088,2012,"Action,Adventure,Mystery",Len Wiseman,-52.897624799999996,22.3824952,69.4848704
174,2016-07-29,Jason Bourne 2016,120000000,162192920,416168316,253975396,296168316,2016,"Action,Thriller",Paul Greengrass,35.16076666666667,111.64616333333332,246.80692999999997
175,2012-11-21,Life of Pi 2012,120000000,124987022,620912003,495924981,500912003,2012,"Adventure,Drama,Fantasy",Ang Lee,4.155851666666667,313.27081749999996,417.42666916666667
176,2018-04-13,Rampage 2018,120000000,101028233,428056280,327028047,308056280,2018,"Action,Adventure,Sci-Fi",Brad Peyton,-15.809805833333336,172.5233725,256.7135666666667
177,2013-08-09,Elysium 2013,120000000,93050117,286192091,193141974,166192091,2013,"Action,Drama,Sci-Fi",Neill Blomkamp,-22.458235833333333,60.951645,138.49340916666665
178,2013-04-19,Oblivion 2013,120000000,89107235,287916633,198809398,167916633,2013,"Action,Adventure,Sci-Fi",Joseph Kosinski,-25.743970833333336,65.67449833333333,139.93052749999998
179,2017-03-24,Power Rangers 2017,120000000,85364450,142531552,57167102,22531552,2017,"Action,Adventure,Sci-Fi",Dean Israelite,-28.86295833333333,-52.360748333333326,18.77629333333333
180,2014-02-12,RoboCop 2014,120000000,58607007,242981799,184374792,122981799,2014,"Action,Crime,Sci-Fi",José Padilha,-51.160827499999996,53.64565999999999,102.4848325
181,2015-08-07,Fantastic Four 2015,120000000,56117548,167849187,111731639,47849187,2015,"Action,Adventure,Drama",Josh Trank,-53.23537666666667,-6.890300833333334,39.8743225
183,2018-10-05,Venom 2018,116000000,213511408,853628605,640117197,737628605,2018,"Action,Sci-Fi,Thriller",Ruben Fleischer,84.06155862068965,451.82516982758625,635.8867284482758
184,2013-07-26,The Wolverine 2013,115000000,132556852,416456852,283900000,301456852,2013,"Action,Adventure,Sci-Fi",James Mangold,15.266827826086956,146.86956521739128,262.1363930434783
186,2017-12-15,Ferdinand 2017,111000000,84410380,289847930,205437550,178847930,2017,"Adventure,Animation,Comedy",Carlos Saldanha,-23.954612612612614,85.07887387387387,161.12426126126127
187,2018-05-18,Deadpool 2 2018,110000000,324591735,786680557,462088822,676680557,2018,"Action,Adventure,Comedy",David Leitch,195.08339545454544,320.08074727272725,615.1641427272727
188,2013-10-04,Gravity 2013,110000000,274092705,693698673,419605968,583698673,2013,"Drama,Sci-Fi,Thriller",Alfonso Cuarón,149.17518636363636,281.4599709090909,530.6351572727273
189,2015-05-29,San Andreas 2015,110000000,155190832,456258539,301067707,346258539,2015,"Action,Adventure,Drama",Brad Peyton,41.08257454545455,173.69791545454544,314.78049
190,2011-07-29,The Smurfs 2011,110000000,142614158,563749323,421135165,453749323,2011,"Adventure,Animation,Comedy",Raja Gosnell,29.649234545454544,282.85015,412.4993845454545
191,2014-03-07,300: Rise of an Empire 2014,110000000,106580051,330780051,224200000,220780051,2014,"Action,Fantasy,War",Noam Murro,-3.1090445454545454,103.81818181818181,200.70913727272725
192,2016-12-21,Passengers 2016,110000000,100014699,302239672,202224973,192239672,2016,"Drama,Romance,Sci-Fi",Morten Tyldum,-9.077546363636364,83.84088454545454,174.76333818181817
193,2011-01-14,The Green Hornet 2011,110000000,98780042,229155503,130375461,119155503,2011,"Action,Comedy,Crime",Michel Gondry,-10.19996181818182,18.523146363636364,108.32318454545455
194,2011-10-07,Real Steel 2011,110000000,85463309,263880341,178417032,153880341,2011,"Action,Drama,Family",Shawn Levy,-22.306082727272727,62.19730181818181,139.8912190909091
196,2013-07-31,The Smurfs 2 2013,110000000,71017784,348547523,277529739,238547523,2013,"Adventure,Animation,Comedy",Raja Gosnell,-35.43837818181818,152.29976272727274,216.86138454545457
197,2013-11-01,Ender's Game 2013,110000000,61737191,127983283,66246092,17983283,2013,"Action,Adventure,Fantasy",Gavin Hood,-43.87528090909091,-39.77628,16.348439090909093
198,2017-03-31,Ghost in the Shell 2017,110000000,40563557,167910690,127347133,57910690,2017,"Action,Drama,Sci-Fi",Rupert Sanders,-63.12403909090909,15.77012090909091,52.64608181818182
199,2019-06-14,Men in Black: International 2019,110000000,3100000,3100000,0,-106900000,2019,"Action,Adventure,Comedy",F. Gary Gray,-97.18181818181819,-100.0,-97.18181818181819
200,2015-10-02,The Martian 2015,108000000,228433663,655271443,426837780,547271443,2015,"Adventure,Drama,Sci-Fi",Ridley Scott,111.51265092592593,295.22016666666667,506.7328175925926
201,2016-11-23,Allied 2016,106000000,40098064,119266661,79168597,13266661,2016,"Action,Drama,Romance",Robert Zemeckis,-62.17163773584906,-25.312644339622643,12.515717924528303
202,2016-07-22,Ice Age: Collision Course 2016,105000000,64063008,402156682,338093674,297156682,2016,"Adventure,Animation,Comedy","Mike Thurmeier, Galen T. Chu",-38.98761142857143,221.99397523809523,283.0063638095238
203,2017-09-22,Kingsman: The Golden Circle 2017,104000000,100234838,408803696,308568858,304803696,2017,"Action,Adventure,Comedy",Matthew Vaughn,-3.620348076923077,196.70082499999998,293.0804769230769
204,2018-03-09,A Wrinkle in Time 2018,103000000,100478608,133401882,32923274,30401882,2018,"Adventure,Family,Fantasy",Ava DuVernay,-2.447953398058252,-68.03565631067961,29.516390291262134
205,2018-12-21,Bumblebee 2018,102000000,127195589,465195589,338000000,363195589,2018,"Action,Adventure,Sci-Fi",Travis Knight,24.701557843137255,231.37254901960787,356.0741068627451
206,2012-10-26,Cloud Atlas 2012,102000000,27108272,130673154,103564882,28673154,2012,"Action,Drama,Mystery","Lilly Wachowski, Lana Wachowski, Tom Tykwer",-73.42326274509804,1.5341980392156862,28.110935294117645
207,2012-12-25,Django Unchained 2012,100000000,162805434,449948323,287142889,349948323,2012,"Drama,Western",Quentin Tarantino,62.805434000000005,187.142889,349.948323
210,2013-12-25,The Wolf of Wall Street 2013,100000000,116900694,389870414,272969720,289870414,2013,"Biography,Crime,Drama",Martin Scorsese,16.900693999999998,172.96972,289.870414
211,2013-05-24,Epic 2013,100000000,107518682,262794441,155275759,162794441,2013,"Adventure,Animation,Family",Chris Wedge,7.518682,55.275759,162.794441
212,2012-08-17,The Expendables 2 2012,100000000,85028192,311979256,226951064,211979256,2012,"Action,Adventure,Thriller",Simon West,-14.971808000000001,126.951064,211.979256
213,2014-07-25,Hercules 2014,100000000,72688614,243388614,170700000,143388614,2014,"Action,Adventure,Fantasy",Brett Ratner,-27.311386,70.7,143.388614
217,2019-03-15,Wonder Park 2019,100000000,45216793,115149422,69932629,15149422,2019,"Adventure,Animation,Comedy",Dylan Brown,-54.783207,-30.067370999999998,15.149422000000001
218,2014-08-15,The Expendables 3 2014,100000000,39322544,209461378,170138834,109461378,2014,"Action,Adventure,Thriller",Patrick Hughes,-60.677456,70.138834,109.461378
220,2017-10-20,Geostorm 2017,100000000,33700160,220796009,187095849,120796009,2017,"Action,Sci-Fi,Thriller",Dean Devlin,-66.29984,87.095849,120.796009
221,2015-12-25,Point Break 2015,100000000,28782481,126704591,97922110,26704591,2015,"Action,Crime,Sport",Ericson Core,-71.217519,-2.07789,26.704591
222,2015-12-11,In the Heart of the Sea 2015,100000000,25020758,89693309,64672551,-10306691,2015,"Action,Adventure,Biography",Ron Howard,-74.979242,-35.327449,-10.306690999999999
223,2014-04-18,Transcendence 2014,100000000,23022309,103039258,80016949,3039258,2014,"Action,Drama,Sci-Fi",Wally Pfister,-76.97769100000001,-19.983051,3.039258
224,2018-12-14,Mortal Engines 2018,100000000,15951040,85287417,69336377,-14712583,2018,"Action,Adventure,Fantasy",Christian Rivers,-84.04896,-30.663623,-14.712583000000002
225,2015-11-06,The Peanuts Movie 2015,99000000,130178411,250091610,119913199,151091610,2015,"Adventure,Animation,Comedy",Steve Martino,31.493344444444443,21.124443434343434,152.61778787878788
226,2018-11-21,Robin Hood 2018,99000000,30824628,84747441,53922813,-14252559,2018,"Action,Adventure,Thriller",Otto Bathurst,-68.86401212121213,-45.53251212121212,-14.396524242424242
227,2017-05-19,Alien: Covenant 2017,97000000,74262031,238521247,164259216,141521247,2017,"Horror,Sci-Fi,Thriller",Ridley Scott,-23.441205154639174,69.33939793814433,145.89819278350515
228,2015-03-13,Cinderella 2015,95000000,201151353,534551353,333400000,439551353,2015,"Drama,Family,Fantasy",Kenneth Branagh,111.73826631578947,250.94736842105263,462.68563473684213
230,2012-07-13,Ice Age: Continental Drift 2012,95000000,161321843,879765137,718443294,784765137,2012,"Adventure,Animation,Comedy","Mike Thurmeier, Steve Martino",69.81246631578948,656.2560989473684,826.068565263158
233,2012-08-10,The Campaign 2012,95000000,86907746,104907746,18000000,9907746,2012,Comedy,Jay Roach,-8.518162105263158,-81.05263157894737,10.429206315789475
235,2016-08-19,Ben-Hur 2016,95000000,26410477,91669648,65259171,-3330352,2016,"Action,Adventure,Drama",Timur Bekmambetov,-72.19949789473684,-31.306135789473682,-3.505633684210526
236,2011-08-05,Rise of the Planet of the Apes 2011,93000000,176760185,470986200,294226015,377986200,2011,"Action,Drama,Sci-Fi",Rupert Wyatt,90.06471505376345,216.37205913978494,406.43677419354833
237,2013-02-14,A Good Day to Die Hard 2013,92000000,67349198,304249198,236900000,212249198,2013,"Action,Thriller",John Moore,-26.79435,157.5,230.70565
238,2013-12-25,The Secret Life of Walter Mitty 2013,91000000,58236838,187861183,129624345,96861183,2013,"Adventure,Comedy,Drama",Ben Stiller,-36.00347472527473,42.44433516483517,106.44086043956045
239,2017-12-20,Jumanji: Welcome to the Jungle 2017,90000000,404508916,964496193,559987277,874496193,2017,"Action,Adventure,Comedy",Jake Kasdan,349.4543511111111,522.2080855555555,971.6624366666666
240,2011-04-15,Rio 2011,90000000,143619809,487519809,343900000,397519809,2011,"Adventure,Animation,Comedy",Carlos Saldanha,59.57756555555556,282.1111111111111,441.6886766666667
241,2011-12-20,The Girl with the Dragon Tattoo 2011,90000000,102515793,239373970,136858177,149373970,2011,"Crime,Drama,Mystery",David Fincher,13.906436666666666,52.06464111111111,165.97107777777777
242,2016-09-23,The Magnificent Seven 2016,90000000,93432655,162525156,69092501,72525156,2016,"Action,Adventure,Western",Antoine Fuqua,3.814061111111111,-23.230554444444447,80.58350666666666
243,2015-12-18,Alvin and the Chipmunks: The Road Chip 2015,90000000,85886987,249517956,163630969,159517956,2015,"Adventure,Animation,Comedy",Walt Becker,-4.570014444444444,81.81218777777778,177.24217333333334
244,2015-07-24,Pixels 2015,90000000,78765986,244041804,165275818,154041804,2015,"Action,Comedy,Sci-Fi",Chris Columbus,-12.482237777777778,83.63979777777779,171.15756
245,2013-08-07,Percy Jackson: Sea of Monsters 2013,90000000,68559554,200859554,132300000,110859554,2013,"Adventure,Family,Fantasy",Thor Freudenthal,-23.822717777777775,47.0,123.17728222222222
246,2016-06-10,Now You See Me 2 2016,90000000,65075540,328325007,263249467,238325007,2016,"Action,Adventure,Comedy",Jon M. Chu,-27.693844444444444,192.49940777777778,264.80556333333334
247,2018-03-16,Tomb Raider 2018,90000000,58250803,273477501,215226698,183477501,2018,"Action,Adventure,Fantasy",Roar Uthaug,-35.27688555555555,139.14077555555556,203.86389
248,2011-08-19,Conan the Barbarian 2011,90000000,21295021,63356133,42061112,-26643867,2011,"Action,Adventure,Fantasy",Marcus Nispel,-76.33886555555556,-53.265431111111106,-29.60429666666667
249,2011-10-21,The Three Musketeers 2011,90000000,20377913,139877913,119500000,49877913,2011,"Action,Adventure,Romance",Paul W.S. Anderson,-77.35787444444443,32.77777777777778,55.41990333333333
250,2017-04-21,The Promise 2017,90000000,8224288,10551417,2327129,-79448583,2017,Drama,Edwine Dorival,-90.86190222222223,-97.41430111111112,-88.27620333333334
255,2017-12-13,Bright 2017,90000000,0,0,0,-90000000,2017,"Action,Crime,Fantasy",David Ayer,-100.0,-100.0,-100.0
256,2018-09-14,The Predator 2018,88000000,51024708,159487563,108462855,71487563,2018,"Action,Adventure,Sci-Fi",Shane Black,-42.01737727272727,23.253244318181817,81.23586704545454
257,2014-03-21,Divergent 2014,85000000,150947895,276014965,125067070,191014965,2014,"Action,Adventure,Mystery",Neil Burger,77.58575882352942,47.13772941176471,224.7234882352941
258,2012-09-28,Hotel Transylvania 2012,85000000,148313048,378505812,230192764,293505812,2012,"Animation,Comedy,Family",Genndy Tartakovsky,74.48593882352941,170.81501647058823,345.30095529411767
259,2019-04-05,Shazam! 2019,85000000,139606856,362899733,223292877,277899733,2019,"Action,Adventure,Comedy",David F. Sandberg,64.24336000000001,162.69750235294117,326.9408623529412
260,2012-02-10,Safe House 2012,85000000,126181630,208542162,82360532,123542162,2012,"Action,Adventure,Crime",Daniel Espinosa,48.448976470588235,-3.1052564705882353,145.34372
261,2011-11-04,Tower Heist 2011,85000000,78046570,150422946,72376376,65422946,2011,"Action,Comedy,Crime",Brett Ratner,-8.180505882352941,-14.851322352941176,76.96817176470589
262,2012-03-30,Mirror Mirror 2012,85000000,64935167,173613482,108678315,88613482,2012,"Adventure,Comedy,Drama",Tarsem Singh,-23.60568588235294,27.85684117647059,104.25115529411764
263,2011-11-23,Arthur Christmas 2011,85000000,46462469,149717124,103254655,64717124,2011,"Adventure,Animation,Comedy","Sarah Smith, Barry Cook",-45.33827176470589,21.476064705882354,76.13779294117647
264,2017-01-20,xXx: Return of Xander Cage 2017,85000000,44898413,345033359,300134946,260033359,2017,"Action,Adventure,Thriller",D.J. Caruso,-47.17833764705882,253.09993647058823,305.9215988235294
266,2017-12-20,The Greatest Showman 2017,84000000,174340174,386665550,212325376,302665550,2017,"Biography,Drama,Musical",Michael Gracey,107.54782619047619,152.76830476190477,360.31613095238095
267,2013-07-19,RED 2 2013,84000000,53262560,141507355,88244795,57507355,2013,"Action,Comedy,Crime",Dean Parisot,-36.59219047619048,5.053327380952381,68.46113690476191
269,2020-02-21,Call of the Wild 2020,82000000,0,0,0,-82000000,2020,"Adventure,Animation,Family",Chris Sanders,-100.0,-100.0,-100.0
270,2012-03-23,The Hunger Games 2012,80000000,408010692,677923379,269912687,597923379,2012,"Action,Adventure,Sci-Fi",Gary Ross,410.013365,237.39085874999998,747.40422375
271,2011-05-26,The Hangover Part II 2011,80000000,254464305,586464305,332000000,506464305,2011,"Comedy,Mystery",Todd Phillips,218.08038125000002,315.0,633.08038125
272,2017-02-10,The Lego Batman Movie 2017,80000000,175750384,310660018,134909634,230660018,2017,"Action,Animation,Comedy",Chris McKay,119.68798000000001,68.6370425,288.3250225
273,2015-09-25,Hotel Transylvania 2 2015,80000000,169700110,469500298,299800188,389500298,2015,"Animation,Comedy,Family",Genndy Tartakovsky,112.1251375,274.750235,486.8753725
274,2013-07-12,Grown Ups 2 2013,80000000,133668525,247023808,113355283,167023808,2013,Comedy,Dennis Dugan,67.08565625,41.69410375,208.77976
275,2011-12-16,Alvin and the Chipmunks: Chipwrecked 2011,80000000,133107389,349088523,215981134,269088523,2011,"Adventure,Animation,Comedy",Mike Mitchell,66.38423625,169.9764175,336.36065375
279,2014-10-17,Fury 2014,80000000,85817906,210315681,124497775,130315681,2014,"Action,Drama,War",David Ayer,7.272382500000001,55.622218749999995,162.89460125
280,2018-09-28,Smallfoot 2018,80000000,83240103,213691277,130451174,133691277,2018,"Adventure,Animation,Comedy","Karey Kirkpatrick, Jason Reisig",4.05012875,63.0639675,167.11409625
281,2011-07-08,Zookeeper 2011,80000000,80360866,170805525,90444659,90805525,2011,"Comedy,Family,Romance",Frank Coraci,0.45108250000000005,13.05582375,113.50690625
282,2019-06-07,The Secret Life of Pets 2 2019,80000000,63795655,113351496,49555841,33351496,2019,"Adventure,Animation,Comedy","Jonathan del Val, Chris Renaud",-20.25543125,-38.05519875,41.68937
283,2015-10-23,The Last Witch Hunter 2015,80000000,27367660,130818912,103451252,50818912,2015,"Action,Adventure,Fantasy",Breck Eisner,-65.790425,29.314065,63.52364
284,2014-02-21,Pompeii 2014,80000000,23169033,108469033,85300000,28469033,2014,"Action,Adventure,Drama",Paul W.S. Anderson,-71.03870875,6.625,35.58629125
285,2012-02-10,Journey 2: The Mysterious Island 2012,79000000,103860290,318146162,214285872,239146162,2012,"Action,Adventure,Comedy",Brad Peyton,31.46872151898734,171.24793924050633,302.71666075949366
