,title,release_year,average_rating,runtime_minutes,genres,studio,total_gross_mil,domestic_gross,foreign_gross,total_gross
2645,Aquarius,2016,7.5,146.0,Drama,Vita.,0.286,"$286,000",$0,"$286,000"
2646,Kingsglaive: Final Fantasy: Xv,2016,,,,VE,0.27,"$270,000",$0,"$270,000"
2647,My Golden Days,2016,,,,Magn.,0.269,"$269,000",$0,"$269,000"
2648,The Family Fang,2016,,,,SM,0.263,"$263,000",$0,"$263,000"
2649,Dheepan,2016,,,,IFC,0.262,"$262,000",$0,"$262,000"
2650,"Life, Animated",2016,7.5,92.0,"Comedy,Documentary,Drama",Orch.,0.255,"$255,000",$0,"$255,000"
2651,Oasis: Supersonic,2016,7.9,122.0,"Biography,Documentary,Music",A24,0.243,"$243,000",$0,"$243,000"
2652,The Invitation,2016,,,,Drft.,0.232,"$232,000",$0,"$232,000"
2653,Miss Hokusai,2016,,,,GK,0.223,"$223,000",$0,"$223,000"
2654,Kaptaan,2016,6.5,142.0,"Comedy,Drama,Family",UTV,0.204,"$204,000",$0,"$204,000"
2655,League Of Gods,2016,4.6,109.0,"Action,Fantasy",Sony,0.182,"$182,000",$0,"$182,000"
2656,Viva,2016,,,,Magn.,0.178,"$178,000",$0,"$178,000"
2657,The Wave,2016,,,,Magn.,0.177,"$177,000",$0,"$177,000"
2658,Asura: The City Of Madness,2016,6.6,136.0,"Action,Crime",CJ,0.176,"$176,000",$0,"$176,000"
2659,Louder Than Bombs,2016,,,,Orch.,0.164,"$164,000",$0,"$164,000"
2660,Howards End ,2016,,,,Cohen,0.16,"$160,000",$0,"$160,000"
2661,Sunset Song,2016,,,,Magn.,0.16,"$160,000",$0,"$160,000"
2662,Born To Be Blue,2016,,,,EOne,0.152,"$152,000",$0,"$152,000"
2663,Seasons,2016,,,,MBox,0.15,"$150,000",$0,"$150,000"
2664,Rams ,2016,,,,Cohen,0.149,"$149,000",$0,"$149,000"
2665,Tumbledown,2016,,,,SM,0.135,"$135,000",$0,"$135,000"
2666,The Brand New Testament,2016,,,,MBox,0.128,"$128,000",$0,"$128,000"
2667,Spirits' Homecoming,2016,6.3,127.0,Drama,PM&E,0.126,"$126,000",$0,"$126,000"
2668,Sweet Bean,2016,,,,KL,0.125,"$125,000",$0,"$125,000"
2669,A War,2016,,,,Magn.,0.123,"$123,000",$0,"$123,000"
2670,Fire At Sea,2016,6.8,114.0,Documentary,KL,0.121,"$121,000",$0,"$121,000"
2671,Hockney,2016,,,,FM,0.121,"$121,000",$0,"$121,000"
2672,Three,2016,5.9,88.0,"Action,Crime,Thriller",WGUSA,0.12,"$120,000",$0,"$120,000"
2673,Three,2016,,78.0,Drama,WGUSA,0.12,"$120,000",$0,"$120,000"
2674,Tale Of Tales,2016,,,,IFC,0.119,"$119,000",$0,"$119,000"
2675,The Measure Of A Man,2016,,,,KL,0.112,"$112,000",$0,"$112,000"
2676,Aferim!,2016,,,,BWP,0.108,"$108,000",$0,"$108,000"
2677,Until Forever ,2016,,,,CZ,0.105,"$105,000",$0,"$105,000"
2678,Under The Sun ,2016,,,,Icar.,0.105,"$105,000",$0,"$105,000"
2679,Our Last Tango,2016,,,,Strand,0.1,"$100,000",$0,"$100,000"
2680,Rock On 2,2016,5.0,143.0,"Drama,Music",Eros,0.0989,"$98,900",$0,"$98,900"
2681,Seondal: The Man Who Sells The River,2016,6.7,120.0,"Adventure,Comedy,History",CJ,0.0975,"$97,500",$0,"$97,500"
2682,So Young 2: Never Gone,2016,5.3,100.0,"Drama,Romance",CL,0.0964,"$96,400",$0,"$96,400"
2683,"New York, New York ",2016,,,,CL,0.0924,"$92,400",$0,"$92,400"
2684,Fireworks Wednesday,2016,,,,Ghop,0.0905,"$90,500",$0,"$90,500"
2685,No One'S Life Is Easy: So I Married An Anti-Fan,2016,,,,CL,0.0893,"$89,300",$0,"$89,300"
2686,"My Love, Don'T Cross That River",2016,,,,FM,0.088,"$88,000",$0,"$88,000"
2687,Author: The Jt Leroy Story,2016,7.1,110.0,"Biography,Documentary",Magn.,0.086,"$86,000",$0,"$86,000"
2688,Mountains May Depart,2016,,,,KL,0.0829,"$82,900",$0,"$82,900"
2689,Cock And Bull,2016,6.8,110.0,Crime,CL,0.0828,"$82,800",$0,"$82,800"
2690,A Street Cat Named Bob,2016,7.4,103.0,"Biography,Comedy,Drama",Cleopatra,0.0827,"$82,700",$0,"$82,700"
2691,Les Cowboys,2016,,,,Cohen,0.0808,"$80,800",$0,"$80,800"
2692,Saala Khadoos,2016,7.6,109.0,"Action,Drama,Sport",UTV,0.0769,"$76,900",$0,"$76,900"
2693,The Monster ,2016,,,,A24,0.0747,"$12,500","$62,200","$74,700"
2694,Dancer,2016,7.9,85.0,"Biography,Documentary",IFC,0.0719,"$71,900",$0,"$71,900"
2695,Dancer,2016,8.6,55.0,Action,IFC,0.0719,"$71,900",$0,"$71,900"
2696,Sweet 20,2016,,,,CJ,0.0718,"$71,800",$0,"$71,800"
2697,The Dark Horse,2016,,,,BG,0.0675,"$67,500",$0,"$67,500"
2698,Phantom Detective,2016,6.4,125.0,"Action,Drama,Mystery",CJ,0.0671,"$67,100",$0,"$67,100"
2699,Ran ,2016,,,,Rialto,0.0661,"$66,100",$0,"$66,100"
2700,Microbe & Gasoline,2016,,,,Scre.,0.0638,"$63,800",$0,"$63,800"
2701,Time Renegades,2016,6.9,107.0,"Fantasy,Romance,Thriller",CJ,0.0594,"$59,400",$0,"$59,400"
2702,Vanishing Time: A Boy Who Returned,2016,7.3,130.0,Fantasy,Dreamwest,0.0578,"$57,800",$0,"$57,800"
2703,Dongju: The Portrait Of A Poet,2016,,,,CJ,0.0566,"$56,600",$0,"$56,600"
2704,L'Attesa,2016,,,,Osci.,0.0558,"$55,800",$0,"$55,800"
2705,The Lovers And The Despot,2016,,,,Magn.,0.0555,"$55,500",$0,"$55,500"
2706,Clown,2016,,,,W/Dim.,0.055,"$55,000",$0,"$55,000"
2707,Diary Of A Chambermaid,2016,,,,Cohen,0.0542,"$54,200",$0,"$54,200"
2708,High Strung ,2016,,,,Pala.,0.0534,"$53,400",$0,"$53,400"
2709,The Club,2016,,,,MBox,0.0528,"$52,800",$0,"$52,800"
2710,Being 17,2016,7.2,116.0,"Drama,Romance",Strand,0.0527,"$52,700",$0,"$52,700"
2711,The Last Man On The Moon,2016,,,,Grav.,0.0525,"$52,500",$0,"$52,500"
2712,My Annoying Brother,2016,7.3,110.0,"Comedy,Drama",CJ,0.052,"$52,000",$0,"$52,000"
2713,Cemetery Of Splendor,2016,,,,Strand,0.052,"$52,000",$0,"$52,000"
2714,Disorder,2016,,,,IFC,0.0519,"$51,900",$0,"$51,900"
2715,Like For Likes,2016,6.0,120.0,"Comedy,Romance",CJ,0.0508,"$50,800",$0,"$50,800"
2716,In The Shadow Of Women,2016,,,,Distrib.,0.0503,"$50,300",$0,"$50,300"
2717,In Order Of Disappearance,2016,,,,Magn.,0.0503,"$50,300",$0,"$50,300"
2718,The Treasure,2016,,,,SDS,0.0502,"$50,200",$0,"$50,200"
2719,Fatima,2016,,,,KL,0.0501,"$50,100",$0,"$50,100"
2720,We Are X,2016,7.7,93.0,"Documentary,Music",Drft.,0.0453,"$45,300",$0,"$45,300"
2721,A Melody To Remember,2016,7.3,124.0,"Action,Drama,War",CJ,0.0443,"$44,300",$0,"$44,300"
2722,Phantom Of The Theatre,2016,5.3,103.0,"Fantasy,Horror,Mystery",WGUSA,0.044,"$44,000",$0,"$44,000"
2723,Mastizaade,2016,2.4,119.0,Comedy,Eros,0.0434,"$43,400",$0,"$43,400"
2724,Closet Monster,2016,,,,Strand,0.0422,"$42,200",$0,"$42,200"
2725,Troublemakers: The Story Of Land Art,2016,,,,FRun,0.0386,"$29,500","$9,100","$38,600"
2726,Come What May,2016,,,,Cohen,0.0378,"$37,800",$0,"$37,800"
2727,Until Forever,2016,6.4,100.0,"Drama,Romance",Linn,0.0358,"$35,800",$0,"$35,800"
2728,Summertime ,2016,,,,Strand,0.0353,"$35,300",$0,"$35,300"
2729,Songs My Brothers Taught Me,2016,,,,KL,0.0348,"$34,800",$0,"$34,800"
2730,Mr. Right,2016,,,,FCW,0.0347,"$34,700",$0,"$34,700"
2731,Phantom Boy,2016,,,,GK,0.0344,"$34,400",$0,"$34,400"
2732,Sweet Sixteen ,2016,,,,CL,0.0343,"$34,300",$0,"$34,300"
2733,Eisenstein In Guanajuato,2016,,,,Strand,0.0343,"$34,300",$0,"$34,300"
2734,Last Cab To Darwin,2016,,,,FRun,0.0342,"$34,200",$0,"$34,200"
2735,The Map Against The World,2016,,,,CJ,0.034,"$34,000",$0,"$34,000"
2736,Kaili Blues,2016,,,,Ghop,0.0322,"$32,200",$0,"$32,200"
2737,Anesthesia,2016,,,,IFC,0.0322,"$32,200",$0,"$32,200"
2738,"Rio, I Love You",2016,,,,Scre.,0.032,"$32,000",$0,"$32,000"
2739,As I Open My Eyes,2016,,,,KL,0.031,"$31,000",$0,"$31,000"
2740,The Son Of Joseph,2016,6.6,113.0,Drama,KL,0.0306,"$30,600",$0,"$30,600"
2741,From Afar,2016,,,,Strand,0.0302,"$30,200",$0,"$30,200"
2742,For A Few Bullets,2016,5.4,115.0,"Action,Comedy",CL,0.0301,"$30,100",$0,"$30,100"
2743,The Last Princess,2016,6.8,127.0,"Action,Biography,Drama",CJ,0.0293,"$29,300",$0,"$29,300"
2744,Valley Of Love,2016,,,,Strand,0.0286,"$28,600",$0,"$28,600"
2745,Blackway,2016,,,,Electric,0.0271,"$27,100",$0,"$27,100"
2746,Neon Bull,2016,,,,KL,0.0267,"$26,700",$0,"$26,700"
2747,Papa ,2016,,,,Jampa,0.0267,"$26,700",$0,"$26,700"
2748,Standing Tall ,2016,,,,Cohen,0.0261,"$26,100",$0,"$26,100"
2749,Chevalier,2016,,,,Strand,0.0257,"$25,700",$0,"$25,700"
2750,The New Year'S Eve Of Old Lee,2016,4.6,106.0,Drama,CL,0.0254,"$25,400",$0,"$25,400"
2751,Cosmos,2016,,,,KL,0.0253,"$25,300",$0,"$25,300"
2752,A Monster With A Thousand Heads,2016,,,,MBox,0.0249,"$24,900",$0,"$24,900"
2753,Evolution,2016,,,,IFC,0.0248,"$24,800",$0,"$24,800"
2754,"Right Now, Wrong Then",2016,,,,Ghop,0.0245,"$24,500",$0,"$24,500"
2755,Lolo,2016,,,,FR,0.0241,"$24,100",$0,"$24,100"
2756,Sanam Teri Kasam,2016,7.3,154.0,"Drama,Musical,Romance",Eros,0.0221,"$22,100",$0,"$22,100"
2757,Term Life,2016,5.5,93.0,"Crime,Drama,Thriller",FCW,0.0213,"$21,300",$0,"$21,300"
2758,The Sea Of Trees,2016,,,,A24,0.0204,"$20,400",$0,"$20,400"
2759,Wildflower ,2016,,,,CZ,0.0181,"$18,100",$0,"$18,100"
2760,Colonia,2016,,,,Scre.,0.0157,"$15,700",$0,"$15,700"
2761,Argentina,2016,,,,FRun,0.0149,"$14,900",$0,"$14,900"
2762,Remember You,2016,6.7,106.0,"Drama,Mystery,Romance",CJ,0.0148,"$14,800",$0,"$14,800"
2763,Adderall Diaries,2016,,,,A24,0.0132,"$13,200",$0,"$13,200"
2764,Neither Heaven Nor Earth,2016,,,,FM,0.0128,"$12,800",$0,"$12,800"
2765,The Ones Below,2016,,,,Magn.,0.0125,"$12,500",$0,"$12,500"
2766,"Kiki, Love To Love",2016,6.5,102.0,"Comedy,Romance",Strand,0.0125,"$12,500",$0,"$12,500"
2767,Don'T Call Me Son,2016,6.8,82.0,Drama,Zeit.,0.0117,"$11,700",$0,"$11,700"
2768,Jeruzalem,2016,,,,EpicPics,0.0113,"$11,300",$0,"$11,300"
2769,Serial Killer 1,2016,,,,KL,0.0103,"$10,300",$0,"$10,300"
2770,Chronic,2016,,,,MR,0.009,"$9,000",$0,"$9,000"
2771,Magnus,2016,7.1,78.0,Documentary,FR,0.0089,"$8,900",$0,"$8,900"
2772,The Last King,2016,6.1,99.0,"Action,Adventure,Drama",Magn.,0.0089,"$8,900",$0,"$8,900"
2773,Mojave,2016,,,,A24,0.0083,"$8,300",$0,"$8,300"
2774,The Other Side,2016,,,Thriller,FM,0.0081,"$8,100",$0,"$8,100"
2775,The Other Side,2016,,,Drama,FM,0.0081,"$8,100",$0,"$8,100"
2776,The President,2016,,,,Crnth,0.0076,"$7,600",$0,"$7,600"
2777,They Will Have To Kill Us First,2016,,,,BBC,0.0075,"$7,500",$0,"$7,500"
2778,The Carer,2016,6.5,89.0,"Comedy,Drama",Crnth,0.0062,"$6,200",$0,"$6,200"
2779,Klown Forever,2016,,,,Drft.,0.0057,"$5,700",$0,"$5,700"
2780,Search Party,2016,,,,FCW,0.0046,"$4,600",$0,"$4,600"
2781,In Harmony,2016,,,,Distrib.,0.0031,"$3,100",$0,"$3,100"
2782,In Her Name ,2016,,,,Distrib.,0.0016,"$1,600",$0,"$1,600"
2783,Next Time I'Ll Aim For The Heart,2016,,,,Distrib.,0.0008,$800,$0,$800
2784,The Student And Mr. Henri,2016,,,,Distrib.,0.0008,$800,$0,$800
2785,Down By Love,2016,5.9,110.0,"Biography,Drama,Romance",Distrib.,0.0007,$700,$0,$700
2786,News From Planet Mars,2016,6.2,101.0,"Comedy,Drama",KL,0.0003,$300,$0,$300
2787,Satanic,2016,3.7,85.0,Horror,Magn.,0.0003,$300,$0,$300
2788,Star Wars: The Last Jedi,2017,7.1,152.0,"Action,Adventure,Fantasy",BV,1332.6,"$620,200,000","$712,400,000","$1,332,600,000"
2789,Beauty And The Beast ,2017,,,,BV,1263.5,"$504,000,000","$759,500,000","$1,263,500,000"
2790,The Fate Of The Furious,2017,6.7,136.0,"Action,Crime,Thriller",Uni.,226.00101,"$226,000,000","$1,010","$226,001,010"
2791,Despicable Me 3,2017,6.3,89.0,"Adventure,Animation,Comedy",Uni.,1034.8,"$264,600,000","$770,200,000","$1,034,800,000"
2792,Jumanji: Welcome To The Jungle,2017,7.0,119.0,"Action,Adventure,Comedy",Sony,962.1,"$404,500,000","$557,600,000","$962,100,000"
2793,Spider-Man: Homecoming,2017,7.5,133.0,"Action,Adventure,Sci-Fi",Sony,880.2,"$334,200,000","$546,000,000","$880,200,000"
2794,Wolf Warrior 2,2017,6.2,123.0,"Action,Drama,Thriller",HC,870.3,"$2,700,000","$867,600,000","$870,300,000"
2795,Guardians Of The Galaxy Vol. 2,2017,7.7,136.0,"Action,Adventure,Comedy",BV,863.7,"$389,800,000","$473,900,000","$863,700,000"
2796,Thor: Ragnarok,2017,7.9,130.0,"Action,Adventure,Comedy",BV,854.0,"$315,100,000","$538,900,000","$854,000,000"
2797,Wonder Woman,2017,7.5,141.0,"Action,Adventure,Fantasy",WB,821.9,"$412,600,000","$409,300,000","$821,900,000"
2798,Coco,2017,8.4,105.0,"Adventure,Animation,Comedy",BV,807.1,"$209,700,000","$597,400,000","$807,100,000"
2799,Coco,2017,7.4,98.0,Horror,BV,807.1,"$209,700,000","$597,400,000","$807,100,000"
2800,Pirates Of The Caribbean: Dead Men Tell No Tales,2017,6.6,129.0,"Action,Adventure,Fantasy",BV,794.9,"$172,600,000","$622,300,000","$794,900,000"
2801,It,2017,7.4,135.0,"Horror,Thriller",WB (NL),700.4,"$327,500,000","$372,900,000","$700,400,000"
2802,Justice League,2017,6.5,120.0,"Action,Adventure,Fantasy",WB,657.9,"$229,000,000","$428,900,000","$657,900,000"
2803,Logan ,2017,,,,Fox,619.0,"$226,300,000","$392,700,000","$619,000,000"
2804,Transformers: The Last Knight,2017,5.2,154.0,"Action,Adventure,Sci-Fi",Par.,605.499999,"$130,199,999","$475,300,000","$605,499,999"
2805,Kong: Skull Island,2017,6.6,118.0,"Action,Adventure,Fantasy",WB,566.7,"$168,100,000","$398,600,000","$566,700,000"
2806,The Boss Baby,2017,6.3,97.0,"Adventure,Animation,Comedy",Fox,528.0,"$175,000,000","$353,000,000","$528,000,000"
2807,Dunkirk,2017,7.9,106.0,"Action,Drama,History",WB,525.2,"$188,000,000","$337,200,000","$525,200,000"
2808,War For The Planet Of The Apes,2017,7.5,140.0,"Action,Adventure,Drama",Fox,490.7,"$146,900,000","$343,800,000","$490,700,000"
2809,The Greatest Showman,2017,7.6,105.0,"Biography,Drama,Musical",Fox,435.0,"$174,300,000","$260,700,000","$435,000,000"
2810,Kingsman: The Golden Circle,2017,6.8,141.0,"Action,Adventure,Comedy",Fox,410.9,"$100,200,000","$310,700,000","$410,900,000"
2811,The Mummy ,2017,,,,Uni.,409.2,"$80,200,000","$329,000,000","$409,200,000"
2812,Cars 3,2017,6.8,102.0,"Adventure,Animation,Comedy",BV,383.9,"$152,900,000","$231,000,000","$383,900,000"
2813,Fifty Shades Darker,2017,4.6,118.0,"Drama,Romance",Uni.,381.6,"$114,600,000","$267,000,000","$381,600,000"
2814,Your Name.,2017,,,,FUN,358.0,"$5,000,000","$353,000,000","$358,000,000"
2815,Murder On The Orient Express ,2017,,,,Fox,352.8,"$102,800,000","$250,000,000","$352,800,000"
2816,Xxx: The Return Of Xander Cage,2017,,,,Par.,346.1,"$44,900,000","$301,200,000","$346,100,000"
2817,The Great Wall,2017,6.5,72.0,Documentary,Uni.,334.9,"$45,500,000","$289,400,000","$334,900,000"
2818,Resident Evil: The Final Chapter,2017,,,,SGem,312.2,"$26,800,000","$285,400,000","$312,200,000"
2819,The Lego Batman Movie,2017,7.3,104.0,"Action,Animation,Comedy",WB,312.0,"$175,800,000","$136,200,000","$312,000,000"
2820,Annabelle: Creation,2017,6.5,109.0,"Horror,Mystery,Thriller",WB (NL),306.5,"$102,100,000","$204,400,000","$306,500,000"
2821,Wonder,2017,8.0,113.0,"Drama,Family",LGF,305.9,"$132,400,000","$173,500,000","$305,900,000"
2822,Ferdinand,2017,6.7,108.0,"Adventure,Animation,Comedy",Fox,296.1,"$84,400,000","$211,700,000","$296,100,000"
2823,Split,2017,,,,Uni.,278.5,"$138,300,000","$140,200,000","$278,500,000"
2824,Blade Runner 2049,2017,8.0,164.0,"Drama,Mystery,Sci-Fi",WB,259.3,"$92,100,000","$167,200,000","$259,300,000"
2825,Get Out,2017,7.7,104.0,"Horror,Mystery,Thriller",Uni.,255.4,"$176,000,000","$79,400,000","$255,400,000"
2826,Kung Fu Yoga,2017,5.2,107.0,"Action,Adventure,Comedy",WGUSA,254.163,"$363,000","$253,800,000","$254,163,000"
2827,Baahubali 2: The Conclusion,2017,8.3,167.0,"Action,Drama",GrtIndia,254.2,"$20,200,000","$234,000,000","$254,200,000"
2828,Journey To The West: The Demons Strike Back,2017,5.4,109.0,"Adventure,Comedy,Fantasy",Sony,246.58,"$880,000","$245,700,000","$246,580,000"
2829,Alien: Covenant,2017,6.4,122.0,"Horror,Sci-Fi,Thriller",Fox,240.9,"$74,300,000","$166,600,000","$240,900,000"
2830,Baby Driver,2017,7.6,113.0,"Action,Crime,Drama",TriS,226.9,"$107,800,000","$119,100,000","$226,900,000"
2831,Valerian And The City Of A Thousand Planets,2017,6.5,137.0,"Action,Adventure,Fantasy",STX,225.9,"$41,200,000","$184,700,000","$225,900,000"
2832,Geostorm,2017,5.3,109.0,"Action,Sci-Fi,Thriller",WB,221.6,"$33,700,000","$187,900,000","$221,600,000"
2833,The Emoji Movie,2017,3.2,86.0,"Adventure,Animation,Comedy",Sony,217.799999,"$86,100,000","$131,699,999","$217,799,999"
2834,A Dog'S Purpose,2017,7.1,100.0,"Adventure,Comedy,Drama",Uni.,205.0,"$64,500,000","$140,500,000","$205,000,000"
2835,Smurfs: The Lost Village,2017,6.0,90.0,"Adventure,Animation,Comedy",Sony,197.2,"$45,000,000","$152,200,000","$197,200,000"
2836,The Shape Of Water,2017,7.3,123.0,"Adventure,Drama,Fantasy",FoxS,195.3,"$63,900,000","$131,400,000","$195,300,000"
2837,Pitch Perfect 3,2017,5.8,93.0,"Comedy,Music",Uni.,185.4,"$104,900,000","$80,500,000","$185,400,000"
2838,Daddy'S Home 2,2017,,,,Par.,180.6,"$104,000,000","$76,600,000","$180,600,000"
2839,The Post,2017,7.2,116.0,"Biography,Drama,History",Fox,179.8,"$81,900,000","$97,900,000","$179,800,000"
2840,Baywatch,2017,5.6,116.0,"Action,Comedy,Crime",Par.,177.9,"$58,100,000","$119,800,000","$177,900,000"
2841,The Hitman'S Bodyguard,2017,6.9,118.0,"Action,Comedy,Thriller",LG/S,176.6,"$75,500,000","$101,100,000","$176,600,000"
2842,John Wick: Chapter Two,2017,,,,LG/S,171.5,"$92,000,000","$79,500,000","$171,500,000"
2843,Ghost In The Shell ,2017,,,,Par.,169.799999,"$40,600,000","$129,199,999","$169,799,999"
2844,"Three Billboards Outside Ebbing, Missouri",2017,8.2,115.0,"Crime,Drama",FoxS,159.2,"$54,500,000","$104,700,000","$159,200,000"
2845,Duckweed,2017,6.5,102.0,"Comedy,Drama,Fantasy",CL,151.072,"$472,000","$150,600,000","$151,072,000"
2846,Darkest Hour,2017,7.4,125.0,"Biography,Drama,History",Focus,150.9,"$56,500,000","$94,400,000","$150,900,000"
2847,King Arthur: Legend Of The Sword,2017,6.8,126.0,"Action,Adventure,Drama",WB,148.7,"$39,200,000","$109,500,000","$148,700,000"
2848,The Foreigner,2017,7.0,113.0,"Action,Thriller",STX,145.4,"$34,400,000","$111,000,000","$145,400,000"
2849,Power Rangers ,2017,,,,LGF,142.4,"$85,400,000","$57,000,000","$142,400,000"
2850,Girls Trip,2017,6.2,122.0,"Comedy,Drama",Uni.,140.6,"$115,200,000","$25,400,000","$140,600,000"
2851,American Made,2017,7.2,115.0,"Action,Biography,Comedy",Uni.,134.8,"$51,300,000","$83,500,000","$134,800,000"
2852,A Bad Moms Christmas,2017,5.5,104.0,"Adventure,Comedy",STX,130.5,"$72,100,000","$58,400,000","$130,500,000"
2853,Captain Underpants: The First Epic Movie,2017,6.2,89.0,"Action,Animation,Comedy",Fox,125.5,"$73,900,000","$51,600,000","$125,500,000"
2854,Happy Death Day,2017,6.5,96.0,"Horror,Mystery,Thriller",Uni.,125.5,"$55,700,000","$69,800,000","$125,500,000"
2855,The Lego Ninjago Movie,2017,6.0,101.0,"Action,Adventure,Animation",WB,123.1,"$59,300,000","$63,800,000","$123,100,000"
2856,Secret Superstar,2017,8.0,150.0,"Drama,Music",,122.0,$0,"$122,000,000","$122,000,000"
2857,The Dark Tower,2017,5.7,95.0,"Action,Adventure,Fantasy",Sony,113.2,"$50,700,000","$62,500,000","$113,200,000"
2858,Buddies In India,2017,3.7,99.0,"Action,Comedy",CL,109.593,"$293,000","$109,300,000","$109,593,000"
2859,Leap!,2017,,,,Wein.,103.3,"$21,900,000","$81,400,000","$103,300,000"
2860,Jigsaw,2017,5.8,92.0,"Crime,Horror,Mystery",LGF,103.0,"$38,100,000","$64,900,000","$103,000,000"
2861,Railroad Tigers,2017,,,,WGUSA,102.218,"$218,000","$102,000,000","$102,218,000"
2862,Life ,2017,,,,Sony,100.5,"$30,200,000","$70,300,000","$100,500,000"
2863,Atomic Blonde,2017,6.7,115.0,"Action,Mystery,Thriller",Focus,100.0,"$51,700,000","$48,300,000","$100,000,000"
2864,The Shack,2017,6.3,132.0,"Drama,Fantasy",LG/S,97.0,"$57,400,000","$39,600,000","$97,000,000"
2865,Some Like It Hot ,2017,,,,CL,95.7,"$100,000","$95,600,000","$95,700,000"
2866,Tiger Zinda Hai,2017,6.1,161.0,"Action,Adventure,Thriller",Yash,87.4,"$5,600,000","$81,800,000","$87,400,000"
2867,Going In Style ,2017,,,,WB (NL),84.9,"$45,000,000","$39,900,000","$84,900,000"
2868,Rings,2017,4.5,102.0,"Drama,Horror,Mystery",Par.,83.1,"$27,800,000","$55,300,000","$83,100,000"
2869,A Taxi Driver,2017,7.8,137.0,"Action,Drama,History",WGUSA,81.6,"$1,500,000","$80,100,000","$81,600,000"
2870,Underworld: Blood Wars,2017,,,,SGem,81.1,"$30,400,000","$50,700,000","$81,100,000"
2871,Lady Bird,2017,7.4,94.0,"Comedy,Drama",A24,79.0,"$49,000,000","$30,000,000","$79,000,000"
2872,American Assassin,2017,6.2,112.0,"Action,Thriller",LGF,67.2,"$36,200,000","$31,000,000","$67,200,000"
2873,One Piece Film: Gold,2017,,,,FUN,66.224,"$424,000","$65,800,000","$66,224,000"
2874,Victoria And Abdul,2017,,,,Focus,65.4,"$22,200,000","$43,200,000","$65,400,000"
2875,The Nut Job 2: Nutty By Nature,2017,5.5,91.0,"Adventure,Animation,Comedy",ORF,65.2,"$28,400,000","$36,800,000","$65,200,000"
2876,Monster Trucks,2017,,,,Par.,64.5,"$33,400,000","$31,100,000","$64,500,000"
2877,The Mountain Between Us,2017,6.4,112.0,"Action,Adventure,Drama",Fox,62.8,"$30,300,000","$32,500,000","$62,800,000"
2878,The Star,2017,6.1,86.0,"Adventure,Animation,Comedy",Sony,62.9,"$40,900,000","$22,000,000","$62,900,000"
2879,How To Be A Latin Lover,2017,5.9,115.0,"Comedy,Drama",PNT,61.8,"$32,100,000","$29,700,000","$61,800,000"
2880,"Everything, Everything",2017,6.4,96.0,"Drama,Romance",WB,61.6,"$34,100,000","$27,500,000","$61,600,000"
2881,Snatched,2017,4.5,90.0,"Action,Adventure,Comedy",Fox,60.9,"$45,900,000","$15,000,000","$60,900,000"
2882,My Little Pony: The Movie,2017,6.1,99.0,"Adventure,Animation,Comedy",LGF,60.3,"$21,900,000","$38,400,000","$60,300,000"
2883,Molly'S Game,2017,7.5,140.0,"Biography,Crime,Drama",STX,59.3,"$28,800,000","$30,500,000","$59,300,000"
2884,All The Money In The World,2017,6.8,132.0,"Biography,Crime,Drama",TriS,57.0,"$25,100,000","$31,900,000","$57,000,000"
2885,The Big Sick,2017,7.6,120.0,"Comedy,Drama,Romance",LGF,56.4,"$42,900,000","$13,500,000","$56,400,000"
2886,Confidential Assignment,2017,6.5,125.0,Action,CJ,55.976,"$476,000","$55,500,000","$55,976,000"
2887,Downsizing,2017,5.7,135.0,"Drama,Sci-Fi",Par.,55.0,"$24,400,000","$30,600,000","$55,000,000"
2888,"I, Tonya",2017,7.5,120.0,"Biography,Comedy,Drama",Neon,53.9,"$30,000,000","$23,900,000","$53,900,000"
2889,Logan Lucky,2017,7.0,118.0,"Comedy,Crime,Drama",BST,48.5,"$27,800,000","$20,700,000","$48,500,000"
2890,Tyler Perry'S Boo 2! A Madea Halloween,2017,,,,LGF,48.3,"$47,300,000","$1,000,000","$48,300,000"
2891,Phantom Thread,2017,7.5,130.0,"Drama,Romance",Focus,47.8,"$21,200,000","$26,600,000","$47,800,000"
2892,Rough Night,2017,5.2,101.0,"Comedy,Crime,Thriller",Sony,47.3,"$22,100,000","$25,200,000","$47,300,000"
2893,The Battleship Island,2017,7.1,132.0,"Action,Drama,History",CJ,46.1,"$1,100,000","$45,000,000","$46,100,000"
2894,Flatliners ,2017,,,,Sony,45.2,"$16,900,000","$28,300,000","$45,200,000"
2895,All Eyez On Me,2017,5.8,139.0,"Biography,Drama,Music",LG/S,44.9,"$44,900,000",$0,"$44,900,000"
2896,Mother!,2017,6.6,121.0,"Drama,Horror,Mystery",Par.,44.5,"$17,800,000","$26,700,000","$44,500,000"
2897,47 Meters Down,2017,5.6,89.0,"Adventure,Drama,Horror",ENTMP,44.3,"$44,300,000",$0,"$44,300,000"
2898,The Snowman,2017,5.1,119.0,"Crime,Drama,Mystery",Uni.,43.1,"$6,700,000","$36,400,000","$43,100,000"
2899,Gifted,2017,7.6,101.0,Drama,FoxS,43.0,"$24,800,000","$18,200,000","$43,000,000"
2900,Loving Vincent,2017,7.8,94.0,"Animation,Biography,Crime",Good Deed,42.2,"$6,700,000","$35,500,000","$42,200,000"
2901,Call Me By Your Name,2017,7.9,132.0,"Drama,Romance",SPC,41.9,"$18,100,000","$23,800,000","$41,900,000"
